Game,Date,Tm,PTS,CUMPTS,Champs
954,1/27/16,CLE,21,25985,2
955,1/29/16,CLE,20,26005,2
956,1/30/16,CLE,29,26034,2
957,2/1/16,CLE,24,26058,2
958,2/3/16,CLE,23,26081,2
959,2/5/16,CLE,30,26111,2
960,2/6/16,CLE,27,26138,2
961,2/8/16,CLE,21,26159,2
962,2/10/16,CLE,29,26188,2
963,2/18/16,CLE,25,26213,2
964,2/21/16,CLE,25,26238,2
965,2/22/16,CLE,12,26250,2
966,2/24/16,CLE,23,26273,2
967,2/26/16,CLE,25,26298,2
968,2/29/16,CLE,33,26331,2
969,3/4/16,CLE,19,26350,2
970,3/5/16,CLE,28,26378,2
971,3/7/16,CLE,28,26406,2
972,3/9/16,CLE,25,26431,2
973,3/10/16,CLE,24,26455,2
974,3/13/16,CLE,27,26482,2
975,3/14/16,CLE,23,26505,2
976,3/18/16,CLE,18,26523,2
977,3/19/16,CLE,26,26549,2
978,3/21/16,CLE,33,26582,2
979,3/23/16,CLE,26,26608,2
980,3/24/16,CLE,30,26638,2
981,3/26/16,CLE,27,26665,2
982,3/31/16,CLE,24,26689,2
983,4/1/16,CLE,29,26718,2
984,4/3/16,CLE,31,26749,2
985,4/5/16,CLE,17,26766,2
986,4/9/16,CLE,33,26799,2
987,4/11/16,CLE,34,26833,2
988,10/25/16,CLE,19,26852,2
989,10/28/16,CLE,21,26873,2
990,10/29/16,CLE,23,26896,2
991,11/1/16,CLE,19,26915,2
992,11/3/16,CLE,30,26945,2
993,11/5/16,CLE,25,26970,2
994,11/8/16,CLE,23,26993,2
995,11/11/16,CLE,27,27020,2
996,11/13/16,CLE,19,27039,2
997,11/15/16,CLE,28,27067,2
998,11/18/16,CLE,21,27088,2
999,11/23/16,CLE,31,27119,2
1000,11/25/16,CLE,19,27138,2
1001,11/27/16,CLE,26,27164,2
1002,11/29/16,CLE,22,27186,2
1003,12/1/16,CLE,16,27202,2
1004,12/2/16,CLE,27,27229,2
1005,12/5/16,CLE,34,27263,2
1006,12/7/16,CLE,25,27288,2
1007,12/9/16,CLE,27,27315,2
1008,12/10/16,CLE,44,27359,2
1009,12/13/16,CLE,23,27382,2
1010,12/17/16,CLE,26,27408,2
1011,12/20/16,CLE,34,27442,2
1012,12/21/16,CLE,29,27471,2
1013,12/23/16,CLE,19,27490,2
1014,12/25/16,CLE,31,27521,2
1015,12/29/16,CLE,23,27544,2
1016,12/31/16,CLE,32,27576,2
1017,1/2/17,CLE,26,27602,2
1018,1/4/17,CLE,31,27633,2
1019,1/6/17,CLE,36,27669,2
1020,1/8/17,CLE,28,27697,2
1021,1/10/17,CLE,29,27726,2
1022,1/11/17,CLE,20,27746,2
1023,1/13/17,CLE,16,27762,2
1024,1/16/17,CLE,20,27782,2
1025,1/19/17,CLE,21,27803,2
1026,1/21/17,CLE,29,27832,2
1027,1/23/17,CLE,26,27858,2
1028,1/25/17,CLE,24,27882,2
1029,1/27/17,CLE,31,27913,2
1030,1/29/17,CLE,25,27938,2
1031,1/30/17,CLE,23,27961,2
1032,2/1/17,CLE,27,27988,2
1033,2/4/17,CLE,32,28020,2
1034,2/6/17,CLE,32,28052,2
1035,2/8/17,CLE,25,28077,2
1036,2/9/17,CLE,18,28095,2
1037,2/11/17,CLE,27,28122,2
1038,2/14/17,CLE,25,28147,2
1039,2/15/17,CLE,31,28178,2
1040,2/23/17,CLE,18,28196,2
1041,2/27/17,CLE,24,28220,2
1042,3/1/17,CLE,28,28248,2
1043,3/3/17,CLE,38,28286,2
1044,3/6/17,CLE,30,28316,2
1045,3/9/17,CLE,29,28345,2
1046,3/11/17,CLE,24,28369,2
1047,3/12/17,CLE,30,28399,2
1048,3/14/17,CLE,16,28415,2
1049,3/16/17,CLE,33,28448,2
1050,3/19/17,CLE,34,28482,2
1051,3/22/17,CLE,18,28500,2
1052,3/24/17,CLE,32,28532,2
1053,3/25/17,CLE,24,28556,2
1054,3/27/17,CLE,17,28573,2
1055,3/30/17,CLE,26,28599,2
1056,3/31/17,CLE,34,28633,2
1057,4/2/17,CLE,41,28674,2
1058,4/4/17,CLE,18,28692,2
1059,4/5/17,CLE,36,28728,2
1060,4/7/17,CLE,27,28755,2
1061,4/9/17,CLE,32,28787,2
1062,10/17/17,CLE,29,28816,3
1063,10/20/17,CLE,24,28840,3
1064,10/21/17,CLE,22,28862,3
1065,10/24/17,CLE,34,28896,3
1066,10/25/17,CLE,29,28925,3
1067,10/28/17,CLE,18,28943,3
1068,10/29/17,CLE,16,28959,3
1069,11/1/17,CLE,33,28992,3
1070,11/3/17,CLE,57,29049,3
1071,11/5/17,CLE,26,29075,3
1072,11/7/17,CLE,30,29105,3
1073,11/9/17,CLE,33,29138,3
1074,11/11/17,CLE,19,29157,3
1075,11/13/17,CLE,23,29180,3
1076,11/15/17,CLE,31,29211,3
1077,11/17/17,CLE,39,29250,3
1078,11/20/17,CLE,18,29268,3
1079,11/22/17,CLE,33,29301,3
1080,11/24/17,CLE,27,29328,3
1081,11/27/17,CLE,30,29358,3
1082,11/28/17,CLE,21,29379,3
1083,11/30/17,CLE,24,29403,3
1084,12/2/17,CLE,34,29437,3
1085,12/4/17,CLE,23,29460,3
1086,12/6/17,CLE,32,29492,3
1087,12/8/17,CLE,29,29521,3
1088,12/9/17,CLE,30,29551,3
1089,12/12/17,CLE,25,29576,3
1090,12/14/17,CLE,25,29601,3
1091,12/16/17,CLE,29,29630,3
1092,12/17/17,CLE,20,29650,3
1093,12/19/17,CLE,39,29689,3
1094,12/21/17,CLE,34,29723,3
1095,12/25/17,CLE,20,29743,3
1096,12/27/17,CLE,16,29759,3
1097,12/30/17,CLE,29,29788,3
1098,1/2/18,CLE,24,29812,3
1099,1/3/18,CLE,19,29831,3
1100,1/6/18,CLE,33,29864,3
1101,1/8/18,CLE,10,29874,3
1102,1/11/18,CLE,26,29900,3
1103,1/12/18,CLE,27,29927,3
1104,1/15/18,CLE,32,29959,3
1105,1/18/18,CLE,16,29975,3
1106,1/20/18,CLE,18,29993,3
1107,1/23/18,CLE,28,30021,3
1108,1/26/18,CLE,26,30047,3
1109,1/28/18,CLE,25,30072,3
1110,1/30/18,CLE,21,30093,3
1111,1/31/18,CLE,24,30117,3
1112,2/3/18,CLE,11,30128,3
1113,2/6/18,CLE,25,30153,3
1114,2/7/18,CLE,37,30190,3
1115,2/9/18,CLE,22,30212,3
1116,2/11/18,CLE,24,30236,3
1117,2/13/18,CLE,37,30273,3
1118,2/22/18,CLE,32,30305,3
1119,2/23/18,CLE,18,30323,3
1120,2/25/18,CLE,33,30356,3
1121,2/27/18,CLE,31,30387,3
1122,3/1/18,CLE,30,30417,3
1123,3/3/18,CLE,25,30442,3
1124,3/5/18,CLE,31,30473,3
1125,3/7/18,CLE,39,30512,3
1126,3/9/18,CLE,25,30537,3
1127,3/11/18,CLE,24,30561,3
1128,3/13/18,CLE,28,30589,3
1129,3/15/18,CLE,35,30624,3
1130,3/17/18,CLE,33,30657,3
1131,3/19/18,CLE,40,30697,3
1132,3/21/18,CLE,35,30732,3
1133,3/23/18,CLE,27,30759,3
1134,3/25/18,CLE,37,30796,3
1135,3/27/18,CLE,18,30814,3
1136,3/28/18,CLE,41,30855,3
1137,3/30/18,CLE,27,30882,3
1138,4/1/18,CLE,16,30898,3
1139,4/3/18,CLE,27,30925,3
1140,4/5/18,CLE,33,30958,3
1141,4/6/18,CLE,44,31002,3
1142,4/9/18,CLE,26,31028,3
1143,4/11/18,CLE,10,31038,3
1144,10/18/18,LAL,26,31064,3
1145,10/20/18,LAL,24,31088,3
1146,10/22/18,LAL,32,31120,3
1147,10/24/18,LAL,19,31139,3
1148,10/25/18,LAL,28,31167,3
1149,10/27/18,LAL,35,31202,3
1150,10/29/18,LAL,29,31231,3
1151,10/31/18,LAL,29,31260,3
1152,11/3/18,LAL,28,31288,3
1153,11/4/18,LAL,18,31306,3
1154,11/7/18,LAL,24,31330,3
1155,11/10/18,LAL,25,31355,3
1156,11/11/18,LAL,26,31381,3
1157,11/14/18,LAL,44,31425,3
1158,11/17/18,LAL,22,31447,3
1159,11/18/18,LAL,51,31498,3
1160,11/21/18,LAL,32,31530,3
1161,11/23/18,LAL,22,31552,3
1162,11/25/18,LAL,24,31576,3
1163,11/27/18,LAL,14,31590,3
1164,11/29/18,LAL,38,31628,3
1165,11/30/18,LAL,28,31656,3
1166,12/2/18,LAL,22,31678,3
1167,12/5/18,LAL,42,31720,3
1168,12/7/18,LAL,35,31755,3
1169,12/8/18,LAL,20,31775,3
1170,12/10/18,LAL,28,31803,3
1171,12/13/18,LAL,29,31832,3
1172,12/15/18,LAL,24,31856,3
1173,12/16/18,LAL,13,31869,3
1174,12/18/18,LAL,36,31905,3
1175,12/21/18,LAL,22,31927,3
1176,12/23/18,LAL,22,31949,3
1177,12/25/18,LAL,17,31966,3
1178,1/31/19,LAL,24,31990,3
1179,2/5/19,LAL,18,32008,3
1180,2/7/19,LAL,28,32036,3
1181,2/10/19,LAL,18,32054,3
1182,2/12/19,LAL,28,32082,3
1183,2/21/19,LAL,29,32111,3
1184,2/23/19,LAL,27,32138,3
1185,2/25/19,LAL,24,32162,3
1186,2/27/19,LAL,33,32195,3
1187,3/1/19,LAL,31,32226,3
1188,3/2/19,LAL,27,32253,3
1189,3/4/19,LAL,27,32280,3
1190,3/6/19,LAL,31,32311,3
1191,3/9/19,LAL,30,32341,3
1192,3/12/19,LAL,36,32377,3
1193,3/14/19,LAL,29,32406,3
1194,3/17/19,LAL,33,32439,3
1195,3/22/19,LAL,25,32464,3
1196,3/24/19,LAL,29,32493,3
1197,3/26/19,LAL,23,32516,3
1198,3/29/19,LAL,27,32543,3
1199,10/22/19,LAL,18,32561,3
1200,10/25/19,LAL,32,32593,3
1201,10/27/19,LAL,20,32613,3
1202,10/29/19,LAL,23,32636,3
1203,11/1/19,LAL,39,32675,3
1204,11/3/19,LAL,21,32696,3
1205,11/5/19,LAL,30,32726,3
1206,11/8/19,LAL,25,32751,3
1207,11/10/19,LAL,13,32764,3
1208,11/12/19,LAL,19,32783,3
1209,11/13/19,LAL,23,32806,3
1210,11/15/19,LAL,29,32835,3
1211,11/17/19,LAL,33,32868,3
1212,11/19/19,LAL,25,32893,3
1213,11/22/19,LAL,23,32916,3
1214,11/23/19,LAL,30,32946,3
1215,11/25/19,LAL,33,32979,3
1216,11/27/19,LAL,29,33008,3
1217,11/29/19,LAL,23,33031,3
1218,12/1/19,LAL,25,33056,3
1219,12/3/19,LAL,25,33081,3
1220,12/4/19,LAL,20,33101,3
1221,12/6/19,LAL,31,33132,3
1222,12/8/19,LAL,32,33164,3
1223,12/11/19,LAL,25,33189,3
1224,12/13/19,LAL,28,33217,3
1225,12/15/19,LAL,32,33249,3
1226,12/17/19,LAL,20,33269,3
1227,12/19/19,LAL,21,33290,3
1228,12/25/19,LAL,23,33313,3
1229,12/28/19,LAL,21,33334,3
1230,12/29/19,LAL,13,33347,3
1231,1/1/20,LAL,31,33378,3
1232,1/3/20,LAL,17,33395,3
1233,1/5/20,LAL,21,33416,3
1234,1/7/20,LAL,31,33447,3
1235,1/10/20,LAL,35,33482,3
1236,1/13/20,LAL,31,33513,3
1237,1/15/20,LAL,19,33532,3
1238,1/18/20,LAL,31,33563,3
1239,1/20/20,LAL,15,33578,3
1240,1/22/20,LAL,21,33599,3
1241,1/23/20,LAL,27,33626,3
1242,1/25/20,LAL,29,33655,3
1243,1/31/20,LAL,22,33677,3
1244,2/1/20,LAL,15,33692,3
1245,2/4/20,LAL,36,33728,3
1246,2/6/20,LAL,18,33746,3
1247,2/8/20,LAL,22,33768,3
1248,2/10/20,LAL,17,33785,3
1249,2/12/20,LAL,32,33817,3
1250,2/21/20,LAL,32,33849,3
1251,2/23/20,LAL,29,33878,3
1252,2/25/20,LAL,40,33918,3
1253,2/29/20,LAL,19,33937,3
1254,3/1/20,LAL,34,33971,3
1255,3/3/20,LAL,22,33993,3
1256,3/6/20,LAL,37,34030,3
1257,3/8/20,LAL,28,34058,3
1258,3/10/20,LAL,29,34087,3
1259,7/30/20,LAL,16,34103,3
1260,8/1/20,LAL,20,34123,3
1261,8/3/20,LAL,22,34145,3
1262,8/5/20,LAL,19,34164,3
1263,8/8/20,LAL,31,34195,3
1264,8/10/20,LAL,29,34224,3
1265,8/13/20,LAL,17,34241,3
1266,12/22/20,LAL,22,34263,4
1267,12/25/20,LAL,22,34285,4
1268,12/27/20,LAL,18,34303,4
1269,12/28/20,LAL,29,34332,4
1270,12/30/20,LAL,26,34358,4
1271,1/1/21,LAL,26,34384,4
1272,1/3/21,LAL,22,34406,4
1273,1/5/21,LAL,26,34432,4
1274,1/7/21,LAL,27,34459,4
1275,1/8/21,LAL,28,34487,4
1276,1/10/21,LAL,18,34505,4
1277,1/12/21,LAL,26,34531,4
1278,1/13/21,LAL,26,34557,4
1279,1/15/21,LAL,21,34578,4
1280,1/18/21,LAL,19,34597,4
1281,1/21/21,LAL,34,34631,4
1282,1/23/21,LAL,17,34648,4
1283,1/25/21,LAL,46,34694,4
1284,1/27/21,LAL,34,34728,4
1285,1/28/21,LAL,22,34750,4
1286,1/30/21,LAL,21,34771,4
1287,2/1/21,LAL,21,34792,4
1288,2/4/21,LAL,27,34819,4
1289,2/6/21,LAL,33,34852,4
1290,2/8/21,LAL,28,34880,4
1291,2/10/21,LAL,25,34905,4
1292,2/12/21,LAL,28,34933,4
1293,2/14/21,LAL,22,34955,4
1294,2/16/21,LAL,30,34985,4
1295,2/18/21,LAL,32,35017,4
1296,2/20/21,LAL,19,35036,4
1297,2/22/21,LAL,31,35067,4
1298,2/24/21,LAL,19,35086,4
1299,2/26/21,LAL,28,35114,4
1300,2/28/21,LAL,19,35133,4
1301,3/2/21,LAL,38,35171,4
1302,3/12/21,LAL,18,35189,4
1303,3/15/21,LAL,22,35211,4
1304,3/16/21,LAL,25,35236,4
1305,3/18/21,LAL,37,35273,4
1306,3/20/21,LAL,10,35283,4
1307,4/30/21,LAL,16,35299,4
1308,5/2/21,LAL,19,35318,4
1309,5/15/21,LAL,24,35342,4
1310,5/16/21,LAL,25,35367,4
1311,10/19/21,LAL,34,35401,4
1312,10/22/21,LAL,25,35426,4
1313,10/24/21,LAL,19,35445,4
1314,10/29/21,LAL,26,35471,4
1315,10/31/21,LAL,15,35486,4
1316,11/2/21,LAL,30,35516,4
1317,11/19/21,LAL,23,35539,4
1318,11/21/21,LAL,10,35549,4
1319,11/24/21,LAL,39,35588,4
1320,11/26/21,LAL,30,35618,4
1321,11/28/21,LAL,33,35651,4
1322,12/3/21,LAL,23,35674,4
1323,12/7/21,LAL,30,35704,4
1324,12/9/21,LAL,20,35724,4
1325,12/10/21,LAL,33,35757,4
1326,12/12/21,LAL,30,35787,4
1327,12/15/21,LAL,24,35811,4
1328,12/17/21,LAL,18,35829,4
1329,12/19/21,LAL,31,35860,4
1330,12/21/21,LAL,34,35894,4
1331,12/23/21,LAL,36,35930,4
1332,12/25/21,LAL,39,35969,4
1333,12/28/21,LAL,32,36001,4
1334,12/29/21,LAL,37,36038,4
1335,12/31/21,LAL,43,36081,4
1336,1/2/22,LAL,26,36107,4
1337,1/4/22,LAL,31,36138,4
1338,1/7/22,LAL,32,36170,4
1339,1/9/22,LAL,35,36205,4
1340,1/12/22,LAL,34,36239,4
1341,1/15/22,LAL,25,36264,4
1342,1/17/22,LAL,25,36289,4
1343,1/19/22,LAL,30,36319,4
1344,1/21/22,LAL,29,36348,4
1345,1/23/22,LAL,33,36381,4
1346,1/25/22,LAL,33,36414,4
1347,2/5/22,LAL,29,36443,4
1348,2/8/22,LAL,27,36470,4
1349,2/9/22,LAL,30,36500,4
1350,2/12/22,LAL,26,36526,4
1351,2/16/22,LAL,33,36559,4
1352,2/25/22,LAL,21,36580,4
1353,2/27/22,LAL,32,36612,4
1354,3/1/22,LAL,26,36638,4
1355,3/3/22,LAL,26,36664,4
1356,3/5/22,LAL,56,36720,4
1357,3/9/22,LAL,23,36743,4
1358,3/11/22,LAL,50,36793,4
1359,3/13/22,LAL,31,36824,4
1360,3/14/22,LAL,30,36854,4
1361,3/16/22,LAL,19,36873,4
1362,3/18/22,LAL,36,36909,4
1363,3/19/22,LAL,38,36947,4
1364,3/21/22,LAL,38,36985,4
1365,3/27/22,LAL,39,37024,4
1366,4/1/22,LAL,38,37062,4
1367,10/18/22,LAL,31,37093,4
1368,10/20/22,LAL,20,37113,4
1369,10/23/22,LAL,31,37144,4
1370,10/26/22,LAL,19,37163,4
1371,10/28/22,LAL,28,37191,4
1372,10/30/22,LAL,26,37217,4
1373,11/2/22,LAL,20,37237,4
1374,11/4/22,LAL,17,37254,4
1375,11/6/22,LAL,27,37281,4
1376,11/9/22,LAL,30,37311,4
1377,11/25/22,LAL,21,37332,4
1378,11/26/22,LAL,39,37371,4
1379,11/28/22,LAL,21,37392,4
1380,11/30/22,LAL,31,37423,4
1381,12/2/22,LAL,28,37451,4
1382,12/4/22,LAL,29,37480,4
1383,12/6/22,LAL,21,37501,4
1384,12/9/22,LAL,23,37524,4
1385,12/11/22,LAL,35,37559,4
1386,12/13/22,LAL,33,37592,4
1387,12/16/22,LAL,30,37622,4
1388,12/18/22,LAL,33,37655,4
1389,12/21/22,LAL,31,37686,4
1390,12/23/22,LAL,34,37720,4
1391,12/25/22,LAL,38,37758,4
1392,12/27/22,LAL,28,37786,4
1393,12/28/22,LAL,27,37813,4
1394,12/30/22,LAL,47,37860,4
1395,1/2/23,LAL,43,37903,4
1396,1/6/23,LAL,25,37928,4
1397,1/7/23,LAL,37,37965,4
1398,1/12/23,LAL,24,37989,4
1399,1/15/23,LAL,35,38024,4
1400,1/16/23,LAL,48,38072,4
1401,1/18/23,LAL,32,38104,4
1402,1/20/23,LAL,23,38127,4
1403,1/22/23,LAL,37,38164,4
1404,1/24/23,LAL,46,38210,4
1405,1/25/23,LAL,20,38230,4
1406,1/28/23,LAL,41,38271,4
1407,1/31/23,LAL,28,38299,4